fit,subject_ID,seed,human,model,n_games
short,85,33,62.0,58.0,80
short,85,34,62.0,61.0,80
short,85,35,62.0,58.0,80
short,85,36,62.0,78.0,80
short,85,37,62.0,76.0,80
short,85,38,62.0,65.0,80
short,85,39,62.0,68.0,80
short,85,40,62.0,74.0,80
short,85,41,62.0,43.0,80
short,85,42,62.0,69.0,80
short,85,43,62.0,51.0,80
short,85,44,62.0,73.0,80
short,85,45,62.0,55.0,80
short,85,46,62.0,56.0,80
short,85,47,62.0,46.0,80
short,85,48,62.0,61.0,80
short,85,49,62.0,63.0,80
short,57,0,79.0,70.0,80
short,57,1,79.0,58.0,80
short,57,2,79.0,71.0,80
short,57,3,79.0,63.0,80
short,57,4,79.0,51.0,80
short,57,5,79.0,75.0,80
short,57,6,79.0,62.0,80
short,57,7,79.0,51.0,80
short,57,8,79.0,48.0,80
short,57,9,79.0,60.0,80
short,57,10,79.0,58.0,80
short,57,11,79.0,61.0,80
short,57,12,79.0,77.0,80
short,57,13,79.0,60.0,80
short,57,14,79.0,81.0,80
short,57,15,79.0,72.0,80
short,57,16,79.0,58.0,80
short,57,17,79.0,50.0,80
short,57,18,79.0,35.0,80
short,57,19,79.0,54.0,80
short,57,20,79.0,61.0,80
short,57,21,79.0,75.0,80
short,57,22,79.0,35.0,80
short,57,23,79.0,55.0,80
short,57,24,79.0,61.0,80
short,57,25,79.0,40.0,80
short,57,26,79.0,52.0,80
short,57,27,79.0,43.0,80
short,57,28,79.0,56.0,80
short,57,29,79.0,49.0,80
short,57,30,79.0,60.0,80
short,57,31,79.0,79.0,80
short,57,32,79.0,47.0,80
short,57,33,79.0,79.0,80
short,57,34,79.0,39.0,80
short,57,35,79.0,58.0,80
short,57,36,79.0,64.0,80
short,57,37,79.0,45.0,80
short,57,38,79.0,63.0,80
short,57,39,79.0,54.0,80
short,57,40,79.0,60.0,80
short,57,41,79.0,41.0,80
short,57,42,79.0,69.0,80
short,57,43,79.0,72.0,80
short,57,44,79.0,59.0,80
short,57,45,79.0,68.0,80
short,57,46,79.0,57.0,80
short,57,47,79.0,47.0,80
short,57,48,79.0,67.0,80
short,57,49,79.0,66.0,80
short,95,0,89.0,83.0,80
short,95,1,89.0,60.0,80
short,95,2,89.0,68.0,80
short,95,3,89.0,58.0,80
short,95,4,89.0,65.0,80
short,95,5,89.0,74.0,80
short,95,6,89.0,85.0,80
short,95,7,89.0,75.0,80
short,95,8,89.0,58.0,80
short,95,9,89.0,75.0,80
short,95,10,89.0,81.0,80
short,95,11,89.0,68.0,80
short,95,12,89.0,82.0,80
short,95,13,89.0,77.0,80
short,95,14,89.0,46.0,80
short,95,15,89.0,85.0,80
short,95,16,89.0,67.0,80
short,95,17,89.0,64.0,80
short,95,18,89.0,64.0,80
short,95,19,89.0,69.0,80
short,95,20,89.0,76.0,80
short,95,21,89.0,71.0,80
short,95,22,89.0,72.0,80
short,95,23,89.0,93.0,80
short,95,24,89.0,48.0,80
short,95,25,89.0,84.0,80
short,95,26,89.0,61.0,80
short,95,27,89.0,74.0,80
short,95,28,89.0,82.0,80
short,95,29,89.0,75.0,80
short,95,30,89.0,79.0,80
short,95,31,89.0,88.0,80
short,95,32,89.0,69.0,80
short,95,33,89.0,73.0,80
short,95,34,89.0,84.0,80
short,95,35,89.0,74.0,80
short,95,36,89.0,65.0,80
short,95,37,89.0,72.0,80
short,95,38,89.0,66.0,80
short,95,39,89.0,62.0,80
short,95,40,89.0,76.0,80
short,95,41,89.0,96.0,80
short,95,42,89.0,76.0,80
short,95,43,89.0,72.0,80
short,95,44,89.0,77.0,80
short,95,45,89.0,81.0,80
short,95,46,89.0,68.0,80
short,95,47,89.0,66.0,80
short,95,48,89.0,61.0,80
short,95,49,89.0,76.0,80
short,21,0,96.0,55.0,80
short,21,1,96.0,62.0,80
short,21,2,96.0,58.0,80
short,21,3,96.0,42.0,80
short,21,4,96.0,36.0,80
short,21,5,96.0,55.0,80
short,21,6,96.0,58.0,80
short,21,7,96.0,55.0,80
short,21,8,96.0,42.0,80
short,21,9,96.0,40.0,80
short,21,10,96.0,31.0,80
short,21,11,96.0,46.0,80
short,21,12,96.0,71.0,80
short,21,13,96.0,69.0,80
short,21,14,96.0,48.0,80
short,21,15,96.0,55.0,80
short,21,16,96.0,61.0,80
short,21,17,96.0,22.0,80
short,21,18,96.0,62.0,80
short,21,19,96.0,46.0,80
short,21,20,96.0,50.0,80
short,21,21,96.0,34.0,80
short,21,22,96.0,59.0,80
short,21,23,96.0,63.0,80
short,21,24,96.0,46.0,80
short,21,25,96.0,73.0,80
short,21,26,96.0,57.0,80
short,21,27,96.0,50.0,80
short,21,28,96.0,61.0,80
short,21,29,96.0,52.0,80
short,21,30,96.0,57.0,80
short,21,31,96.0,58.0,80
short,21,32,96.0,63.0,80
short,21,33,96.0,61.0,80
short,21,34,96.0,50.0,80
short,21,35,96.0,70.0,80
short,21,36,96.0,52.0,80
short,21,37,96.0,57.0,80
short,21,38,96.0,61.0,80
short,21,39,96.0,75.0,80
short,21,40,96.0,18.0,80
short,21,41,96.0,18.0,80
short,21,42,96.0,34.0,80
short,21,43,96.0,57.0,80
short,21,44,96.0,78.0,80
short,21,45,96.0,71.0,80
short,21,46,96.0,69.0,80
short,21,47,96.0,59.0,80
short,21,48,96.0,58.0,80
short,21,49,96.0,49.0,80
short,5,0,62.0,52.0,80
short,5,1,62.0,68.0,80
short,5,2,62.0,50.0,80
short,5,3,62.0,47.0,80
short,5,4,62.0,56.0,80
short,5,5,62.0,42.0,80
short,5,6,62.0,59.0,80
short,5,7,62.0,58.0,80
short,5,8,62.0,49.0,80
short,5,9,62.0,71.0,80
short,5,10,62.0,61.0,80
short,5,11,62.0,56.0,80
short,5,12,62.0,56.0,80
short,5,13,62.0,47.0,80
short,5,14,62.0,47.0,80
short,5,15,62.0,49.0,80
short,5,16,62.0,55.0,80
short,5,17,62.0,60.0,80
short,5,18,62.0,63.0,80
short,5,19,62.0,82.0,80
short,5,20,62.0,30.0,80
short,5,21,62.0,59.0,80
short,5,22,62.0,65.0,80
short,5,23,62.0,68.0,80
short,5,24,62.0,47.0,80
short,5,25,62.0,51.0,80
short,5,26,62.0,62.0,80
short,5,27,62.0,56.0,80
short,5,28,62.0,47.0,80
short,5,29,62.0,62.0,80
short,5,30,62.0,71.0,80
short,5,31,62.0,55.0,80
short,5,32,62.0,80.0,80
short,5,33,62.0,31.0,80
short,5,34,62.0,43.0,80
short,5,35,62.0,63.0,80
short,5,36,62.0,67.0,80
short,5,37,62.0,55.0,80
short,5,38,62.0,65.0,80
short,5,39,62.0,47.0,80
short,5,40,62.0,72.0,80
short,5,41,62.0,35.0,80
short,5,42,62.0,51.0,80
short,5,43,62.0,45.0,80
short,5,44,62.0,42.0,80
short,5,45,62.0,71.0,80
short,5,46,62.0,52.0,80
short,5,47,62.0,77.0,80
short,5,48,62.0,43.0,80
short,5,49,62.0,50.0,80
short,72,0,64.0,31.0,80
short,72,1,64.0,31.0,80
short,72,2,64.0,48.0,80
short,72,3,64.0,34.0,80
short,72,4,64.0,36.0,80
short,72,5,64.0,47.0,80
short,72,6,64.0,44.0,80
short,72,7,64.0,32.0,80
short,72,8,64.0,35.0,80
short,72,9,64.0,21.0,80
short,72,10,64.0,28.0,80
short,72,11,64.0,22.0,80
short,72,12,64.0,65.0,80
short,72,13,64.0,22.0,80
short,72,14,64.0,52.0,80
short,72,15,64.0,29.0,80
short,72,16,64.0,33.0,80
short,72,17,64.0,49.0,80
short,72,18,64.0,46.0,80
short,72,19,64.0,51.0,80
short,72,20,64.0,34.0,80
short,72,21,64.0,49.0,80
short,72,22,64.0,28.0,80
short,72,23,64.0,26.0,80
short,72,24,64.0,28.0,80
short,72,25,64.0,47.0,80
short,72,26,64.0,32.0,80
short,72,27,64.0,45.0,80
short,72,28,64.0,54.0,80
short,72,29,64.0,42.0,80
short,72,30,64.0,35.0,80
short,72,31,64.0,47.0,80
short,72,32,64.0,37.0,80
short,72,33,64.0,31.0,80
short,72,34,64.0,20.0,80
short,72,35,64.0,52.0,80
short,72,36,64.0,55.0,80
short,72,37,64.0,29.0,80
short,72,38,64.0,40.0,80
short,72,39,64.0,36.0,80
short,72,40,64.0,31.0,80
short,72,41,64.0,17.0,80
short,72,42,64.0,53.0,80
short,72,43,64.0,48.0,80
short,72,44,64.0,35.0,80
short,72,45,64.0,39.0,80
short,72,46,64.0,21.0,80
short,72,47,64.0,39.0,80
short,72,48,64.0,26.0,80
short,72,49,64.0,15.0,80
short,22,0,76.0,82.0,80
short,22,1,76.0,62.0,80
short,22,2,76.0,36.0,80
short,22,3,76.0,64.0,80
short,22,4,76.0,61.0,80
short,22,5,76.0,80.0,80
short,22,6,76.0,73.0,80
short,22,7,76.0,65.0,80
short,22,8,76.0,71.0,80
short,22,9,76.0,62.0,80
short,22,10,76.0,83.0,80
short,22,11,76.0,71.0,80
short,22,12,76.0,83.0,80
short,22,13,76.0,71.0,80
short,22,14,76.0,90.0,80
short,22,15,76.0,65.0,80
short,22,16,76.0,77.0,80
short,22,17,76.0,65.0,80
short,22,18,76.0,71.0,80
short,22,19,76.0,83.0,80
short,22,20,76.0,69.0,80
short,22,21,76.0,68.0,80
short,22,22,76.0,77.0,80
short,22,23,76.0,73.0,80
short,22,24,76.0,74.0,80
short,22,25,76.0,82.0,80
short,22,26,76.0,88.0,80
short,22,27,76.0,62.0,80
short,22,28,76.0,87.0,80
short,22,29,76.0,70.0,80
short,22,30,76.0,70.0,80
short,22,31,76.0,77.0,80
short,22,32,76.0,81.0,80
short,22,33,76.0,79.0,80
short,22,34,76.0,84.0,80
short,22,35,76.0,66.0,80
short,22,36,76.0,65.0,80
short,22,37,76.0,71.0,80
short,22,38,76.0,76.0,80
short,22,39,76.0,79.0,80
short,22,40,76.0,80.0,80
short,22,41,76.0,73.0,80
short,22,42,76.0,82.0,80
short,22,43,76.0,54.0,80
short,22,44,76.0,61.0,80
short,22,45,76.0,69.0,80
short,22,46,76.0,68.0,80
short,22,47,76.0,87.0,80
short,22,48,76.0,88.0,80
short,22,49,76.0,47.0,80
short,87,0,85.0,54.0,80
short,87,1,85.0,72.0,80
short,87,2,85.0,68.0,80
short,87,3,85.0,68.0,80
short,87,4,85.0,55.0,80
short,87,5,85.0,72.0,80
short,87,6,85.0,60.0,80
short,87,7,85.0,45.0,80
short,87,8,85.0,75.0,80
short,87,9,85.0,55.0,80
short,87,10,85.0,70.0,80
short,87,11,85.0,67.0,80
short,87,12,85.0,59.0,80
short,87,13,85.0,69.0,80
short,87,14,85.0,72.0,80
short,87,15,85.0,75.0,80
short,87,16,85.0,79.0,80
short,87,17,85.0,55.0,80
short,87,18,85.0,75.0,80
short,87,19,85.0,67.0,80
short,87,20,85.0,69.0,80
short,87,21,85.0,92.0,80
short,87,22,85.0,48.0,80
short,87,23,85.0,68.0,80
short,87,24,85.0,58.0,80
short,87,25,85.0,59.0,80
short,87,26,85.0,66.0,80
short,87,27,85.0,66.0,80
short,87,28,85.0,61.0,80
short,87,29,85.0,84.0,80
short,87,30,85.0,56.0,80
short,87,31,85.0,65.0,80
short,87,32,85.0,89.0,80
short,87,33,85.0,63.0,80
short,87,34,85.0,46.0,80
short,87,35,85.0,59.0,80
short,87,36,85.0,58.0,80
short,87,37,85.0,60.0,80
short,87,38,85.0,60.0,80
short,87,39,85.0,56.0,80
short,87,40,85.0,74.0,80
short,87,41,85.0,67.0,80
short,87,42,85.0,65.0,80
short,87,43,85.0,65.0,80
short,87,44,85.0,57.0,80
short,87,45,85.0,42.0,80
short,87,46,85.0,92.0,80
short,87,47,85.0,64.0,80
short,87,48,85.0,63.0,80
short,87,49,85.0,49.0,80
short,3,0,101.0,62.0,80
short,3,1,101.0,61.0,80
short,3,2,101.0,73.0,80
short,3,3,101.0,62.0,80
short,3,4,101.0,58.0,80
short,3,5,101.0,53.0,80
short,3,6,101.0,60.0,80
short,3,7,101.0,44.0,80
short,3,8,101.0,78.0,80
short,3,9,101.0,43.0,80
short,3,10,101.0,64.0,80
short,3,11,101.0,38.0,80
short,3,12,101.0,42.0,80
short,3,13,101.0,48.0,80
short,3,14,101.0,74.0,80
short,3,15,101.0,58.0,80
short,3,16,101.0,46.0,80
short,3,17,101.0,56.0,80
short,3,18,101.0,55.0,80
short,3,19,101.0,54.0,80
short,3,20,101.0,48.0,80
short,3,21,101.0,52.0,80
short,3,22,101.0,50.0,80
short,3,23,101.0,48.0,80
short,3,24,101.0,75.0,80
short,3,25,101.0,74.0,80
short,3,26,101.0,38.0,80
short,3,27,101.0,60.0,80
short,3,28,101.0,73.0,80
short,3,29,101.0,62.0,80
short,3,30,101.0,76.0,80
short,3,31,101.0,47.0,80
short,3,32,101.0,61.0,80
short,3,33,101.0,56.0,80
short,3,34,101.0,72.0,80
short,3,35,101.0,66.0,80
short,3,36,101.0,57.0,80
short,3,37,101.0,48.0,80
short,3,38,101.0,51.0,80
short,3,39,101.0,49.0,80
short,3,40,101.0,77.0,80
short,3,41,101.0,66.0,80
short,3,42,101.0,64.0,80
short,3,43,101.0,48.0,80
short,3,44,101.0,50.0,80
short,3,45,101.0,59.0,80
short,3,46,101.0,70.0,80
short,3,47,101.0,75.0,80
short,3,48,101.0,44.0,80
short,3,49,101.0,54.0,80
short,15,0,43.0,58.0,80
short,15,1,43.0,54.0,80
short,15,2,43.0,36.0,80
short,15,3,43.0,48.0,80
short,15,4,43.0,68.0,80
short,15,5,43.0,55.0,80
short,15,6,43.0,52.0,80
short,15,7,43.0,28.0,80
short,15,8,43.0,31.0,80
short,15,9,43.0,65.0,80
short,15,10,43.0,59.0,80
short,15,11,43.0,66.0,80
short,15,12,43.0,35.0,80
short,15,13,43.0,32.0,80
short,15,14,43.0,42.0,80
short,15,15,43.0,69.0,80
short,15,16,43.0,51.0,80
short,15,17,43.0,28.0,80
short,15,18,43.0,61.0,80
short,15,19,43.0,57.0,80
short,15,20,43.0,32.0,80
short,15,21,43.0,49.0,80
short,15,22,43.0,27.0,80
short,15,23,43.0,48.0,80
short,15,24,43.0,39.0,80
short,15,25,43.0,83.0,80
short,15,26,43.0,59.0,80
short,15,27,43.0,54.0,80
short,15,28,43.0,56.0,80
short,15,29,43.0,51.0,80
short,15,30,43.0,54.0,80
short,15,31,43.0,29.0,80
short,15,32,43.0,38.0,80
short,15,33,43.0,25.0,80
short,15,34,43.0,60.0,80
short,15,35,43.0,67.0,80
short,15,36,43.0,51.0,80
short,15,37,43.0,62.0,80
short,15,38,43.0,51.0,80
short,15,39,43.0,38.0,80
short,15,40,43.0,59.0,80
short,15,41,43.0,50.0,80
short,15,42,43.0,70.0,80
short,15,43,43.0,68.0,80
short,15,44,43.0,69.0,80
short,15,45,43.0,50.0,80
short,15,46,43.0,32.0,80
short,15,47,43.0,61.0,80
short,15,48,43.0,49.0,80
short,15,49,43.0,65.0,80
short,60,0,75.0,63.0,80
short,60,1,75.0,78.0,80
short,60,2,75.0,72.0,80
short,60,3,75.0,95.0,80
short,60,4,75.0,94.0,80
short,60,5,75.0,84.0,80
short,60,6,75.0,83.0,80
short,60,7,75.0,64.0,80
short,60,8,75.0,72.0,80
short,60,9,75.0,88.0,80
short,60,10,75.0,72.0,80
short,60,11,75.0,54.0,80
short,60,12,75.0,89.0,80
short,60,13,75.0,88.0,80
short,60,14,75.0,65.0,80
short,60,15,75.0,85.0,80
short,60,16,75.0,85.0,80
short,60,17,75.0,81.0,80
short,60,18,75.0,85.0,80
short,60,19,75.0,66.0,80
short,60,20,75.0,86.0,80
short,60,21,75.0,98.0,80
short,60,22,75.0,66.0,80
short,60,23,75.0,77.0,80
short,60,24,75.0,88.0,80
short,60,25,75.0,75.0,80
short,60,26,75.0,100.0,80
short,60,27,75.0,72.0,80
short,60,28,75.0,69.0,80
short,60,29,75.0,77.0,80
short,60,30,75.0,80.0,80
short,60,31,75.0,86.0,80
short,60,32,75.0,68.0,80
short,60,33,75.0,83.0,80
short,60,34,75.0,97.0,80
short,60,35,75.0,80.0,80
short,60,36,75.0,69.0,80
short,60,37,75.0,63.0,80
short,60,38,75.0,86.0,80
short,60,39,75.0,87.0,80
short,60,40,75.0,79.0,80
short,60,41,75.0,87.0,80
short,60,42,75.0,103.0,80
short,60,43,75.0,91.0,80
short,60,44,75.0,80.0,80
short,60,45,75.0,62.0,80
short,60,46,75.0,83.0,80
short,60,47,75.0,83.0,80
short,60,48,75.0,79.0,80
short,60,49,75.0,84.0,80
short,16,0,70.0,47.0,80
short,16,1,70.0,59.0,80
short,16,2,70.0,55.0,80
short,16,3,70.0,26.0,80
short,16,4,70.0,82.0,80
short,16,5,70.0,56.0,80
short,16,6,70.0,54.0,80
short,16,7,70.0,28.0,80
short,16,8,70.0,51.0,80
short,16,9,70.0,46.0,80
short,16,10,70.0,39.0,80
short,16,11,70.0,67.0,80
short,16,12,70.0,54.0,80
short,16,13,70.0,57.0,80
short,16,14,70.0,54.0,80
short,16,15,70.0,52.0,80
short,16,16,70.0,59.0,80
short,16,17,70.0,70.0,80
short,16,18,70.0,59.0,80
short,16,19,70.0,52.0,80
short,16,20,70.0,38.0,80
short,16,21,70.0,32.0,80
short,16,22,70.0,56.0,80
short,16,23,70.0,53.0,80
short,16,24,70.0,43.0,80
short,16,25,70.0,46.0,80
short,16,26,70.0,35.0,80
short,16,27,70.0,35.0,80
short,16,28,70.0,50.0,80
short,16,29,70.0,81.0,80
short,16,30,70.0,65.0,80
short,16,31,70.0,51.0,80
short,16,32,70.0,49.0,80
short,16,33,70.0,82.0,80
short,16,34,70.0,33.0,80
short,16,35,70.0,44.0,80
short,16,36,70.0,56.0,80
short,16,37,70.0,27.0,80
short,16,38,70.0,56.0,80
short,16,39,70.0,34.0,80
short,16,40,70.0,25.0,80
short,16,41,70.0,28.0,80
short,16,42,70.0,58.0,80
short,16,43,70.0,84.0,80
short,16,44,70.0,34.0,80
short,16,45,70.0,18.0,80
short,16,46,70.0,79.0,80
short,16,47,70.0,38.0,80
short,16,48,70.0,25.0,80
short,16,49,70.0,66.0,80
short,11,0,88.0,63.0,80
short,11,1,88.0,72.0,80
short,11,2,88.0,55.0,80
short,11,3,88.0,75.0,80
short,11,4,88.0,71.0,80
short,11,5,88.0,66.0,80
short,11,6,88.0,72.0,80
short,11,7,88.0,56.0,80
short,11,8,88.0,61.0,80
short,11,9,88.0,78.0,80
short,11,10,88.0,72.0,80
short,11,11,88.0,80.0,80
short,11,12,88.0,76.0,80
short,11,13,88.0,64.0,80
short,11,14,88.0,62.0,80
short,11,15,88.0,72.0,80
short,11,16,88.0,58.0,80
short,11,17,88.0,60.0,80
short,11,18,88.0,54.0,80
short,11,19,88.0,72.0,80
short,11,20,88.0,60.0,80
short,11,21,88.0,63.0,80
short,11,22,88.0,74.0,80
short,11,23,88.0,73.0,80
short,11,24,88.0,63.0,80
short,11,25,88.0,76.0,80
short,11,26,88.0,86.0,80
short,11,27,88.0,61.0,80
short,11,28,88.0,69.0,80
short,11,29,88.0,77.0,80
short,11,30,88.0,73.0,80
short,11,31,88.0,85.0,80
short,11,32,88.0,76.0,80
short,11,33,88.0,60.0,80
short,11,34,88.0,70.0,80
short,11,35,88.0,66.0,80
short,11,36,88.0,76.0,80
short,11,37,88.0,66.0,80
short,11,38,88.0,66.0,80
short,11,39,88.0,54.0,80
short,11,40,88.0,70.0,80
short,11,41,88.0,59.0,80
short,11,42,88.0,84.0,80
short,11,43,88.0,57.0,80
short,11,44,88.0,71.0,80
short,11,45,88.0,54.0,80
short,11,46,88.0,81.0,80
short,11,47,88.0,62.0,80
short,11,48,88.0,79.0,80
short,11,49,88.0,80.0,80
short,83,0,66.0,76.0,80
short,83,1,66.0,89.0,80
short,83,2,66.0,61.0,80
short,83,3,66.0,92.0,80
short,83,4,66.0,79.0,80
short,83,5,66.0,76.0,80
short,83,6,66.0,56.0,80
short,83,7,66.0,81.0,80
short,83,8,66.0,87.0,80
short,83,9,66.0,73.0,80
short,83,10,66.0,71.0,80
short,83,11,66.0,60.0,80
short,83,12,66.0,67.0,80
short,83,13,66.0,65.0,80
short,83,14,66.0,37.0,80
short,83,15,66.0,73.0,80
short,83,16,66.0,71.0,80
short,83,17,66.0,56.0,80
short,83,18,66.0,66.0,80
short,83,19,66.0,86.0,80
short,83,20,66.0,72.0,80
short,83,21,66.0,57.0,80
short,83,22,66.0,84.0,80
short,83,23,66.0,65.0,80
short,83,24,66.0,68.0,80
short,83,25,66.0,84.0,80
short,83,26,66.0,80.0,80
short,83,27,66.0,68.0,80
short,83,28,66.0,74.0,80
short,83,29,66.0,91.0,80
short,83,30,66.0,62.0,80
short,83,31,66.0,70.0,80
short,83,32,66.0,68.0,80
short,83,33,66.0,78.0,80
short,83,34,66.0,65.0,80
short,83,35,66.0,84.0,80
short,83,36,66.0,84.0,80
short,83,37,66.0,78.0,80
short,83,38,66.0,67.0,80
short,83,39,66.0,72.0,80
short,83,40,66.0,47.0,80
short,83,41,66.0,65.0,80
short,83,42,66.0,78.0,80
short,83,43,66.0,58.0,80
short,83,44,66.0,64.0,80
short,83,45,66.0,62.0,80
short,83,46,66.0,58.0,80
short,83,47,66.0,69.0,80
short,83,48,66.0,70.0,80
short,83,49,66.0,71.0,80
short,66,0,74.0,71.0,80
short,66,1,74.0,83.0,80
short,66,2,74.0,41.0,80
short,66,3,74.0,73.0,80
short,66,4,74.0,70.0,80
short,66,5,74.0,63.0,80
short,66,6,74.0,52.0,80
short,66,7,74.0,97.0,80
short,66,8,74.0,77.0,80
short,66,9,74.0,54.0,80
short,66,10,74.0,62.0,80
short,66,11,74.0,52.0,80
short,66,12,74.0,68.0,80
short,66,13,74.0,63.0,80
short,66,14,74.0,89.0,80
short,66,15,74.0,51.0,80
short,66,16,74.0,67.0,80
short,66,17,74.0,95.0,80
short,66,18,74.0,68.0,80
short,66,19,74.0,79.0,80
short,66,20,74.0,54.0,80
short,66,21,74.0,71.0,80
short,66,22,74.0,81.0,80
short,66,23,74.0,64.0,80
short,66,24,74.0,70.0,80
short,66,25,74.0,53.0,80
short,66,26,74.0,59.0,80
short,66,27,74.0,48.0,80
short,66,28,74.0,66.0,80
short,66,29,74.0,40.0,80
short,66,30,74.0,67.0,80
short,66,31,74.0,68.0,80
short,66,32,74.0,72.0,80
short,66,33,74.0,47.0,80
short,66,34,74.0,85.0,80
short,66,35,74.0,74.0,80
short,66,36,74.0,89.0,80
short,66,37,74.0,49.0,80
short,66,38,74.0,61.0,80
short,66,39,74.0,57.0,80
short,66,40,74.0,74.0,80
short,66,41,74.0,51.0,80
short,66,42,74.0,78.0,80
short,66,43,74.0,71.0,80
short,66,44,74.0,76.0,80
short,66,45,74.0,90.0,80
short,66,46,74.0,66.0,80
short,66,47,74.0,62.0,80
short,66,48,74.0,68.0,80
short,66,49,74.0,78.0,80
short,25,0,74.0,82.0,80
short,25,1,74.0,55.0,80
short,25,2,74.0,51.0,80
short,25,3,74.0,77.0,80
short,25,4,74.0,80.0,80
short,25,5,74.0,79.0,80
short,25,6,74.0,66.0,80
short,25,7,74.0,70.0,80
short,25,8,74.0,45.0,80
short,25,9,74.0,78.0,80
short,25,10,74.0,70.0,80
short,25,11,74.0,61.0,80
short,25,12,74.0,90.0,80
short,25,13,74.0,70.0,80
short,25,14,74.0,82.0,80
short,25,15,74.0,77.0,80
short,25,16,74.0,101.0,80
short,25,17,74.0,75.0,80
short,25,18,74.0,62.0,80
short,25,19,74.0,75.0,80
short,25,20,74.0,82.0,80
short,25,21,74.0,82.0,80
short,25,22,74.0,50.0,80
short,25,23,74.0,64.0,80
short,25,24,74.0,70.0,80
short,25,25,74.0,88.0,80
short,25,26,74.0,62.0,80
short,25,27,74.0,82.0,80
short,25,28,74.0,72.0,80
short,25,29,74.0,74.0,80
short,25,30,74.0,67.0,80
short,25,31,74.0,62.0,80
short,25,32,74.0,91.0,80
short,25,33,74.0,59.0,80
short,25,34,74.0,70.0,80
short,25,35,74.0,92.0,80
short,25,36,74.0,71.0,80
short,25,37,74.0,68.0,80
short,25,38,74.0,61.0,80
short,25,39,74.0,70.0,80
short,25,40,74.0,45.0,80
short,25,41,74.0,77.0,80
short,25,42,74.0,66.0,80
short,25,43,74.0,74.0,80
short,25,44,74.0,71.0,80
short,25,45,74.0,73.0,80
short,25,46,74.0,50.0,80
short,25,47,74.0,77.0,80
short,25,48,74.0,75.0,80
short,25,49,74.0,74.0,80
short,2,0,79.0,62.0,80
short,2,1,79.0,64.0,80
short,2,2,79.0,83.0,80
short,2,3,79.0,58.0,80
short,2,4,79.0,69.0,80
short,2,5,79.0,57.0,80
short,2,6,79.0,64.0,80
short,2,7,79.0,74.0,80
short,2,8,79.0,67.0,80
short,2,9,79.0,57.0,80
short,2,10,79.0,66.0,80
short,2,11,79.0,65.0,80
short,2,12,79.0,44.0,80
short,2,13,79.0,61.0,80
short,2,14,79.0,40.0,80
short,2,15,79.0,65.0,80
short,2,16,79.0,64.0,80
short,2,17,79.0,61.0,80
short,2,18,79.0,85.0,80
short,2,19,79.0,61.0,80
short,2,20,79.0,70.0,80
short,2,21,79.0,80.0,80
short,2,22,79.0,68.0,80
short,2,23,79.0,89.0,80
short,2,24,79.0,84.0,80
short,2,25,79.0,79.0,80
short,2,26,79.0,64.0,80
short,2,27,79.0,62.0,80
short,2,28,79.0,66.0,80
short,2,29,79.0,73.0,80
short,2,30,79.0,72.0,80
short,2,31,79.0,53.0,80
short,2,32,79.0,76.0,80
short,2,33,79.0,65.0,80
short,2,34,79.0,66.0,80
short,2,35,79.0,60.0,80
short,2,36,79.0,55.0,80
short,2,37,79.0,57.0,80
short,2,38,79.0,89.0,80
short,2,39,79.0,86.0,80
short,2,40,79.0,82.0,80
short,2,41,79.0,62.0,80
short,2,42,79.0,67.0,80
short,2,43,79.0,76.0,80
short,2,44,79.0,46.0,80
short,2,45,79.0,48.0,80
short,2,46,79.0,64.0,80
short,2,47,79.0,64.0,80
short,2,48,79.0,53.0,80
short,2,49,79.0,67.0,80
short,91,0,62.0,100.0,80
short,91,1,62.0,92.0,80
short,91,2,62.0,73.0,80
short,91,3,62.0,69.0,80
short,91,4,62.0,56.0,80
short,91,5,62.0,51.0,80
short,91,6,62.0,79.0,80
short,91,7,62.0,59.0,80
short,91,8,62.0,75.0,80
short,91,9,62.0,39.0,80
short,91,10,62.0,68.0,80
short,91,11,62.0,53.0,80
short,91,12,62.0,81.0,80
short,91,13,62.0,76.0,80
short,91,14,62.0,70.0,80
short,91,15,62.0,81.0,80
short,91,16,62.0,56.0,80
short,91,17,62.0,80.0,80
short,91,18,62.0,65.0,80
short,91,19,62.0,56.0,80
short,91,20,62.0,79.0,80
short,91,21,62.0,53.0,80
short,91,22,62.0,53.0,80
short,91,23,62.0,56.0,80
short,91,24,62.0,65.0,80
short,91,25,62.0,77.0,80
short,91,26,62.0,62.0,80
short,91,27,62.0,69.0,80
short,91,28,62.0,80.0,80
short,91,29,62.0,65.0,80
short,91,30,62.0,89.0,80
short,91,31,62.0,69.0,80
short,91,32,62.0,64.0,80
short,91,33,62.0,64.0,80
short,91,34,62.0,73.0,80
short,91,35,62.0,87.0,80
short,91,36,62.0,58.0,80
short,91,37,62.0,45.0,80
short,91,38,62.0,93.0,80
short,91,39,62.0,79.0,80
short,91,40,62.0,73.0,80
short,91,41,62.0,90.0,80
short,91,42,62.0,65.0,80
short,91,43,62.0,59.0,80
short,91,44,62.0,54.0,80
short,91,45,62.0,70.0,80
short,91,46,62.0,61.0,80
short,91,47,62.0,75.0,80
short,91,48,62.0,68.0,80
short,91,49,62.0,81.0,80
short,19,0,57.0,53.0,80
short,19,1,57.0,51.0,80
short,19,2,57.0,75.0,80
short,19,3,57.0,50.0,80
short,19,4,57.0,75.0,80
short,19,5,57.0,83.0,80
